CO2,Temperature,Humidity,Sun1,date
521,20.7,97.9,3999.9,5/18/2025 20:26
527,20.8,98.2,0,5/18/2025 20:31
534,20.8,98.5,3999.9,5/18/2025 20:36
532,20.8,98.7,3999.8,5/18/2025 20:41
534,20.8,98.9,0,5/18/2025 20:46
538,20.9,99.1,0,5/18/2025 20:51
542,20.9,99.3,0,5/18/2025 20:56
551,20.8,99.5,3999.8,5/18/2025 21:01
552,20.9,99.6,0,5/18/2025 21:06
555,20.9,99.6,3999.8,5/18/2025 21:11
560,20.9,99.8,0,5/18/2025 21:16
563,20.9,99.8,3999.8,5/18/2025 21:21
570,20.9,99.9,3999.8,5/18/2025 21:26
576,20.9,99.9,3999.9,5/18/2025 21:31
574,20.9,100,0,5/18/2025 21:36
574,20.9,100,0,5/18/2025 21:41
577,20.8,100,0,5/18/2025 21:46
585,20.8,100,0,5/18/2025 21:51
584,20.8,100,0,5/18/2025 21:56
590,20.8,100,3999.8,5/18/2025 22:01
599,20.8,100,0,5/18/2025 22:06
598,20.8,100,0,5/18/2025 22:11
603,20.7,100,3999.8,5/18/2025 22:16
609,20.7,100,3999.9,5/18/2025 22:21
606,20.7,100,0,5/18/2025 22:26
609,20.6,100,0,5/18/2025 22:31
612,20.6,100,0,5/18/2025 22:36
613,20.6,100,0,5/18/2025 22:41
615,20.6,100,0,5/18/2025 22:46
619,20.5,100,0,5/18/2025 22:51
616,20.5,100,0,5/18/2025 22:56
621,20.5,100,0,5/18/2025 23:01
622,20.5,100,0,5/18/2025 23:06
626,20.4,100,0,5/18/2025 23:11
627,20.4,100,0,5/18/2025 23:16
628,20.3,100,3999.9,5/18/2025 23:21
637,20.3,100,3999.8,5/18/2025 23:31
636,20.3,100,0,5/18/2025 23:36
642,20.2,100,0,5/18/2025 23:41
648,20.2,100,0,5/18/2025 23:46
640,20.2,100,0,5/18/2025 23:51
645,20.2,100,0,5/18/2025 23:56
650,20.1,100,3999.8,5/19/2025 0:01
654,20.1,100,3999.9,5/19/2025 0:06
652,20.1,100,0,5/19/2025 0:11
656,20.1,100,0,5/19/2025 0:16
657,20,100,0,5/19/2025 0:21
656,20,100,3999.8,5/19/2025 0:26
655,20,100,0,5/19/2025 0:31
659,20.5,100,0,5/19/2025 0:36
666,20.6,100,0,5/19/2025 0:41
680,20.5,100,3999.9,5/19/2025 0:46
696,20.5,100,0,5/19/2025 0:51
692,20.4,100,0,5/19/2025 0:56
690,20.4,100,3999.8,5/19/2025 1:01
694,20.3,100,0,5/19/2025 1:11
692,20.3,100,3999.9,5/19/2025 1:16
692,20.3,100,0,5/19/2025 1:21
697,20.3,100,3999.8,5/19/2025 1:26
693,20.2,100,0,5/19/2025 1:31
691,20.2,100,0,5/19/2025 1:36
694,20.2,100,0,5/19/2025 1:41
699,20.1,100,3999.8,5/19/2025 1:46
700,20.1,100,0,5/19/2025 1:51
701,20,100,3999.8,5/19/2025 1:56
700,20,100,0,5/19/2025 2:01
701,20,100,0,5/19/2025 2:06
702,19.9,100,0,5/19/2025 2:11
701,19.9,100,3999.9,5/19/2025 2:16
703,19.9,100,0,5/19/2025 2:21
703,19.9,100,0,5/19/2025 2:26
707,19.8,100,0,5/19/2025 2:31
704,19.8,100,0,5/19/2025 2:36
711,19.7,100,0,5/19/2025 2:41
711,19.7,100,0,5/19/2025 2:46
710,19.7,100,0,5/19/2025 2:51
711,19.7,100,3999.9,5/19/2025 2:56
711,19.6,100,0,5/19/2025 3:01
714,19.6,100,3999.9,5/19/2025 3:06
712,19.6,100,0,5/19/2025 3:11
711,19.5,100,0,5/19/2025 3:16
711,19.5,100,3999.8,5/19/2025 3:21
713,19.5,100,0,5/19/2025 3:26
715,19.4,100,3999.8,5/19/2025 3:31
715,19.4,100,3999.8,5/19/2025 3:36
718,19.4,100,0,5/19/2025 3:41
713,19.4,100,0,5/19/2025 3:46
713,19.3,100,0,5/19/2025 3:51
715,19.3,100,0,5/19/2025 3:56
718,19.3,100,0,5/19/2025 4:01
721,19.3,100,0,5/19/2025 4:06
722,19.2,100,3999.8,5/19/2025 4:11
726,19.2,100,0,5/19/2025 4:16
725,19.2,100,0,5/19/2025 4:21
720,19.2,100,0,5/19/2025 4:26
723,19.1,100,0,5/19/2025 4:31
721,19.1,100,0,5/19/2025 4:36
726,19.1,100,0,5/19/2025 4:41
731,19.1,100,0,5/19/2025 4:46
723,19,100,3999.8,5/19/2025 4:51
723,19,100,0,5/19/2025 4:56
727,19,100,0,5/19/2025 5:01
726,18.9,100,3999.8,5/19/2025 5:06
726,18.9,100,3999.8,5/19/2025 5:11
731,18.9,100,3999.8,5/19/2025 5:16
727,18.9,100,0,5/19/2025 5:21
726,18.8,100,0,5/19/2025 5:26
712,18.7,97.6,3999.8,5/19/2025 5:31
690,18.6,96.2,3999.9,5/19/2025 5:36
660,18.5,95,0,5/19/2025 5:41
634,18.3,94.3,3999.8,5/19/2025 5:46
614,18.2,93.5,0,5/19/2025 5:51
595,18.1,93.4,0,5/19/2025 5:56
585,18,93.4,3999.8,5/19/2025 6:01
578,18,93.9,0,5/19/2025 6:06
570,17.9,93.6,0,5/19/2025 6:11
570,17.8,92.3,3999.9,5/19/2025 6:16
565,17.7,90.3,3999.8,5/19/2025 6:21
558,17.7,87.2,0,5/19/2025 6:26
554,17.7,84.1,3999.9,5/19/2025 6:31
550,17.8,82.8,0,5/19/2025 6:36
547,18,81.8,0,5/19/2025 6:41
540,18.1,81,0,5/19/2025 6:46
534,18.2,80.4,0,5/19/2025 6:51
531,18.3,79.8,3999.9,5/19/2025 6:56
528,18.5,79.1,103.6,5/19/2025 7:01
541,19.2,77.8,101.3,5/19/2025 7:06
587,20.1,71.5,102.5,5/19/2025 7:11
639,20.5,70.2,101.8,5/19/2025 7:16
672,21.2,70.8,98.8,5/19/2025 7:21
705,21.5,62.2,101.7,5/19/2025 7:26
696,21.4,66,101.6,5/19/2025 7:31
651,22,71.9,99.9,5/19/2025 7:36
618,22.6,62.4,101.3,5/19/2025 7:41
623,22.5,61.1,96.9,5/19/2025 7:46
635,22.5,68.7,100.7,5/19/2025 7:51
648,23.1,65,97.3,5/19/2025 7:56
660,23.3,58.6,97.6,5/19/2025 8:01
670,22.9,59,98.1,5/19/2025 8:06
668,23.5,66.5,100.8,5/19/2025 8:11
677,23.3,54.1,99.8,5/19/2025 8:16
699,23.1,64,97.4,5/19/2025 8:21
703,23.4,60.1,97.6,5/19/2025 8:26
682,23.1,54.8,97.6,5/19/2025 8:31
659,23.6,68.2,100.4,5/19/2025 8:36
630,24.2,72,100,5/19/2025 8:41
631,24.5,51.6,96.8,5/19/2025 8:46
645,24,56,98.2,5/19/2025 8:51
660,24.6,66.4,100.6,5/19/2025 8:56
668,25,53.4,99.9,5/19/2025 9:01
670,24.3,48.3,96.6,5/19/2025 9:06
647,24.6,63.6,100.4,5/19/2025 9:11
612,25.1,64.9,99.6,5/19/2025 9:16
624,24.8,51.2,100.2,5/19/2025 9:21
647,24.1,51.2,100.2,5/19/2025 9:26
664,24.7,65.1,99.4,5/19/2025 9:31
702,25.2,64.5,100,5/19/2025 9:36
698,24.3,49.1,96.4,5/19/2025 9:41
682,24.1,57,100.1,5/19/2025 9:46
656,24.8,67.3,96.5,5/19/2025 9:51
660,25.3,66.5,96.4,5/19/2025 9:56
676,24.5,48.8,97.3,5/19/2025 10:01
704,24.6,62.8,97.8,5/19/2025 10:06
707,24.7,55.5,98.8,5/19/2025 10:11
674,24.5,60.1,100,5/19/2025 10:16
649,25.1,69,97.1,5/19/2025 10:21
644,25.7,70.6,99.9,5/19/2025 10:26
674,25.2,52.4,96.6,5/19/2025 10:31
696,24.5,56.1,98.9,5/19/2025 10:36
682,25.3,66.4,99.9,5/19/2025 10:41
634,26,67,98.1,5/19/2025 10:46
613,25.5,48.3,96.4,5/19/2025 10:51
622,24.8,52.9,96.4,5/19/2025 10:56
641,25.5,63.9,100.2,5/19/2025 11:01
662,25.4,52.3,96.4,5/19/2025 11:06
677,24.9,48.5,99.9,5/19/2025 11:11
674,25.6,59.2,96.8,5/19/2025 11:16
674,26.2,57.6,99.1,5/19/2025 11:21
645,25.3,44.9,98.7,5/19/2025 11:26
606,25.5,55.1,96.9,5/19/2025 11:31
602,26.2,63.2,96.9,5/19/2025 11:36
626,25.6,47.7,100.1,5/19/2025 11:41
646,25.4,48.5,96.6,5/19/2025 11:46
655,26.1,60.7,100,5/19/2025 11:51
674,26.2,51.1,100,5/19/2025 11:56
656,25.5,47.3,98.2,5/19/2025 12:01
618,26.1,60.6,96.4,5/19/2025 12:06
619,26.2,54.6,96.8,5/19/2025 12:11
634,25.7,51.1,96.9,5/19/2025 12:16
642,26.4,63.6,96.6,5/19/2025 12:21
660,26.3,54.4,98,5/19/2025 12:26
675,25.9,50.3,100,5/19/2025 12:31
666,26.4,63.1,100.1,5/19/2025 12:36
622,26.6,55.3,96.8,5/19/2025 12:41
602,26,47.6,99.6,5/19/2025 12:46
603,26.5,61.3,96.3,5/19/2025 12:51
626,26.8,55.5,99.6,5/19/2025 12:56
652,26,47.3,99.1,5/19/2025 13:01
657,26.4,58.4,100,5/19/2025 13:06
668,27,62.8,96.6,5/19/2025 13:11
677,26.3,48.1,97.5,5/19/2025 13:16
683,26.3,53.2,99.1,5/19/2025 13:21
669,27,66.4,99.3,5/19/2025 13:26
629,26.7,53.2,97.9,5/19/2025 13:31
599,26.2,47.7,96.4,5/19/2025 13:36
598,26.6,59.6,99.9,5/19/2025 13:41
618,27.3,60.7,96.8,5/19/2025 13:46
635,26.7,50,99.8,5/19/2025 13:51
647,26.5,52.6,96.1,5/19/2025 13:56
649,27.1,65.7,98.3,5/19/2025 14:01
665,27.2,53.5,97.5,5/19/2025 14:06
671,26.9,52.5,98.2,5/19/2025 14:11
672,26.8,53,96,5/19/2025 14:16
669,26.8,53,98.5,5/19/2025 14:21
636,26.7,53.1,97.6,5/19/2025 14:26
598,26.6,51.8,96.1,5/19/2025 14:31
592,26.5,50.2,98.6,5/19/2025 14:36
606,26.2,48.7,99.6,5/19/2025 14:41
613,26.3,54.9,100,5/19/2025 14:46
623,26.6,58.3,96.8,5/19/2025 14:51
637,26.8,58.9,97.1,5/19/2025 14:56
655,26.8,56.3,99.9,5/19/2025 15:01
666,26.9,54.3,96.1,5/19/2025 15:06
671,26.7,50.5,96.1,5/19/2025 15:11
673,26.2,48.9,97.2,5/19/2025 15:16
667,25.5,47.9,97,5/19/2025 15:21
663,25.1,49.5,99.9,5/19/2025 15:26
662,24.8,50,96.3,5/19/2025 15:31
659,24.5,51.7,99.9,5/19/2025 15:36
658,24.4,56,96.6,5/19/2025 15:41
657,24.5,57.8,96.6,5/19/2025 15:46
663,24.5,55.4,99.3,5/19/2025 15:51
663,24.5,52.7,99.6,5/19/2025 15:56
656,24.2,52.1,99.4,5/19/2025 16:01
636,24,52.2,99.7,5/19/2025 16:06
588,23.9,52.6,97.4,5/19/2025 16:11
548,23.8,54.7,97.1,5/19/2025 16:16
517,23.7,58.2,99.4,5/19/2025 16:21
521,23.8,59.9,99.9,5/19/2025 16:26
545,23.9,60.7,98.6,5/19/2025 16:31
571,24,60.7,99.8,5/19/2025 16:36
578,24.2,59.6,98.9,5/19/2025 16:41
560,24,54.6,98.9,5/19/2025 16:46
534,24,55.2,97.8,5/19/2025 16:51
517,24,56.2,97.9,5/19/2025 16:56
532,23.9,57.1,96.8,5/19/2025 17:01
559,23.8,54.7,96.7,5/19/2025 17:06
583,23.6,52,97,5/19/2025 17:11
577,23.4,52.8,96.6,5/19/2025 17:16
543,23.1,54.3,98.8,5/19/2025 17:21
523,23,54.9,96.6,5/19/2025 17:26
534,22.9,55.1,100.6,5/19/2025 17:31
557,22.7,55.7,99.8,5/19/2025 17:36
579,22.7,59.4,97.7,5/19/2025 17:46
551,22.8,61.9,100.4,5/19/2025 17:51
520,23.1,62.5,99.3,5/19/2025 17:56
524,23.2,62.5,97.7,5/19/2025 18:01
526,23.4,64.8,97.1,5/19/2025 18:06
506,23.3,64.9,99.7,5/19/2025 18:11
485,23.3,63.8,100.1,5/19/2025 18:16
465,23.2,66,97.9,5/19/2025 18:21
452,23.1,66.5,99.7,5/19/2025 18:26
436,23.3,66.9,98.2,5/19/2025 18:31
430,23.5,65.3,100.7,5/19/2025 18:36
427,23.4,63.3,99.4,5/19/2025 18:41
433,23.3,64.2,98.2,5/19/2025 18:46
469,23.2,65.6,100.2,5/19/2025 18:51
500,23.2,69.3,100.1,5/19/2025 18:56
499,23.3,68.8,0,5/19/2025 19:01
489,23,66.3,3999.9,5/19/2025 19:06
487,22.2,65.6,0,5/19/2025 19:11
479,21.6,78.6,0,5/19/2025 19:16
477,21.2,73.2,0,5/19/2025 19:21
469,20.4,74.6,0,5/19/2025 19:26
463,20.4,86.1,0,5/19/2025 19:31
469,20.5,90,0,5/19/2025 19:36
475,20.5,92.7,3999.8,5/19/2025 19:41
481,20.6,94.4,3999.8,5/19/2025 19:46
483,20.7,95.7,0,5/19/2025 19:51
491,20.7,96.7,0,5/19/2025 19:56
495,20.7,97.5,0,5/19/2025 20:01
503,20.7,98.1,0,5/19/2025 20:06
508,20.8,98.6,0,5/19/2025 20:11
516,20.8,99,0,5/19/2025 20:16
521,20.8,99.4,0,5/19/2025 20:21
521,20.9,99.7,0,5/19/2025 20:26
530,20.9,100,3999.8,5/19/2025 20:31
537,20.9,100,3999.9,5/19/2025 20:36
539,20.9,100,0,5/19/2025 20:41
543,21,100,3999.8,5/19/2025 20:46
544,21.1,100,0,5/19/2025 20:51
547,21.1,100,0,5/19/2025 20:56
553,21.1,100,3999.8,5/19/2025 21:01
559,21.1,100,0,5/19/2025 21:06
563,21.1,100,0,5/19/2025 21:11
568,21.2,100,3999.8,5/19/2025 21:16
574,21.2,100,0,5/19/2025 21:21
571,21.2,100,0,5/19/2025 21:26
577,21.3,100,0,5/19/2025 21:31
581,21.2,100,0,5/19/2025 21:36
589,21.3,100,0,5/19/2025 21:41
594,21.3,100,3999.8,5/19/2025 21:46
597,21.3,100,0,5/19/2025 21:51
603,21.3,100,0,5/19/2025 21:56
603,21.3,100,0,5/19/2025 22:01
608,21.3,100,0,5/19/2025 22:06
613,21.3,100,0,5/19/2025 22:11
615,21.3,100,3999.8,5/19/2025 22:16
610,21.4,100,0,5/19/2025 22:21
620,21.4,100,3999.8,5/19/2025 22:26
623,21.4,100,0,5/19/2025 22:31
622,21.4,100,0,5/19/2025 22:36
620,21.4,100,3999.8,5/19/2025 22:41
626,21.4,100,3999.8,5/19/2025 22:46
634,21.4,100,0,5/19/2025 22:51
640,21.4,100,0,5/19/2025 22:56
644,21.4,100,0,5/19/2025 23:01
647,21.5,100,3999.8,5/19/2025 23:06
655,21.4,100,0,5/19/2025 23:11
657,21.4,100,0,5/19/2025 23:16
656,21.5,100,0,5/19/2025 23:21
656,21.5,100,3999.9,5/19/2025 23:26
658,21.5,100,3999.8,5/19/2025 23:31
659,21.5,100,0,5/19/2025 23:36
663,21.5,100,3999.8,5/19/2025 23:41
668,21.5,100,0,5/19/2025 23:46
673,21.5,100,0,5/19/2025 23:51
677,21.5,100,3999.8,5/19/2025 23:56
679,21.5,100,0,5/20/2025 0:01
680,21.5,100,0,5/20/2025 0:06
678,21.5,100,3999.8,5/20/2025 0:11
684,21.5,100,3999.8,5/20/2025 0:16
691,21.5,100,0,5/20/2025 0:21
690,21.5,100,0,5/20/2025 0:26
694,21.5,100,3999.9,5/20/2025 0:31
699,21.5,100,3999.9,5/20/2025 0:36
708,21.5,100,0,5/20/2025 0:41
716,21.5,100,3999.8,5/20/2025 0:46
716,21.5,100,3999.8,5/20/2025 0:51
725,21.5,100,0,5/20/2025 0:56
733,21.5,100,0,5/20/2025 1:01
731,21.5,100,0,5/20/2025 1:06
736,21.5,100,0,5/20/2025 1:11
741,21.5,100,0,5/20/2025 1:16
745,21.5,100,0,5/20/2025 1:21
739,21.5,100,3999.8,5/20/2025 1:26
738,21.5,100,0,5/20/2025 1:31
740,21.5,100,0,5/20/2025 1:36
753,21.5,100,3999.8,5/20/2025 1:41
753,21.5,100,0,5/20/2025 1:46
754,21.5,100,3999.8,5/20/2025 1:51
756,21.5,100,0,5/20/2025 1:56
757,21.5,100,0,5/20/2025 2:01
766,21.5,100,3999.8,5/20/2025 2:06
769,21.5,100,3999.8,5/20/2025 2:11
764,21.5,100,0,5/20/2025 2:16
763,21.5,100,0,5/20/2025 2:21
771,21.5,100,3999.8,5/20/2025 2:26
770,21.5,100,0,5/20/2025 2:31
770,21.5,100,0,5/20/2025 2:36
769,21.5,100,0,5/20/2025 2:41
771,21.5,100,0,5/20/2025 2:46
773,21.5,100,3999.9,5/20/2025 2:56
775,21.5,100,0,5/20/2025 3:01
781,21.5,100,0,5/20/2025 3:06
787,21.5,100,0,5/20/2025 3:11
785,21.5,100,0,5/20/2025 3:16
788,21.5,100,0,5/20/2025 3:21
791,21.5,100,0,5/20/2025 3:26
792,21.5,100,0,5/20/2025 3:31
797,21.5,100,0,5/20/2025 3:36
799,21.5,100,0,5/20/2025 3:41
797,21.5,100,0,5/20/2025 3:46
796,21.5,100,0,5/20/2025 3:51
800,21.5,100,0,5/20/2025 3:56
803,21.5,100,0,5/20/2025 4:01
801,21.5,100,3999.8,5/20/2025 4:06
806,21.5,100,0,5/20/2025 4:11
807,21.5,100,0,5/20/2025 4:16
798,21.5,100,3999.9,5/20/2025 4:26
801,21.5,100,3999.8,5/20/2025 4:36
807,21.5,100,0,5/20/2025 4:41
805,21.5,100,0,5/20/2025 4:46
803,21.5,100,0,5/20/2025 4:51
804,21.4,100,0,5/20/2025 4:56
805,21.5,100,0,5/20/2025 5:01
808,21.5,100,0,5/20/2025 5:06
807,21.5,100,0,5/20/2025 5:11
805,21.4,100,0,5/20/2025 5:16
804,21.4,100,0,5/20/2025 5:21
797,21.4,100,3999.9,5/20/2025 5:26
773,21.4,100,3999.8,5/20/2025 5:31
734,21.4,100,3999.8,5/20/2025 5:36
695,21.4,99.8,3999.8,5/20/2025 5:41
660,21.3,99.7,0,5/20/2025 5:46
630,21.4,99.7,3999.8,5/20/2025 5:51
606,21.3,99.5,0,5/20/2025 5:56
587,21.3,99.6,3999.8,5/20/2025 6:01
568,21.3,99.5,0,5/20/2025 6:06
556,21.2,99.5,0,5/20/2025 6:11
547,21.1,97.1,3999.9,5/20/2025 6:16
539,21.2,93.5,0,5/20/2025 6:21
534,21.4,91.5,3999.9,5/20/2025 6:26
530,21.6,90.2,0,5/20/2025 6:31
528,21.7,89,0,5/20/2025 6:36
522,22,87.1,0,5/20/2025 6:46
515,22.2,86.5,3999.8,5/20/2025 6:51
510,22.4,84.5,104.4,5/20/2025 7:01
523,22.3,67.5,100.8,5/20/2025 7:06
563,22,73.5,99.9,5/20/2025 7:11
610,22.9,79.9,100.6,5/20/2025 7:16
650,23.4,68.1,98.6,5/20/2025 7:21
677,22.9,65.1,99.4,5/20/2025 7:26
700,23.2,77.2,100.2,5/20/2025 7:31
687,24.3,78.1,99.9,5/20/2025 7:36
641,24.4,63.8,96.9,5/20/2025 7:41
624,23.6,57,99.9,5/20/2025 7:46
645,23.8,74,99.7,5/20/2025 7:51
668,24.7,76,100.4,5/20/2025 7:56
678,24.5,59.9,97.7,5/20/2025 8:01
687,23.5,60.1,100,5/20/2025 8:06
658,24.1,75.2,98.2,5/20/2025 8:11
622,25.1,75.2,100.4,5/20/2025 8:16
630,25.4,64.1,100.4,5/20/2025 8:21
649,24.3,56.5,99.8,5/20/2025 8:26
670,23.8,66.8,96.6,5/20/2025 8:31
681,24.7,74.3,99,5/20/2025 8:36
693,25.8,69,99.3,5/20/2025 8:41
703,25,57.3,99.3,5/20/2025 8:46
674,24.1,60.4,98,5/20/2025 8:51
632,24.6,73.2,98.2,5/20/2025 8:56
640,24.3,56.3,99.3,5/20/2025 9:06
657,24,66.7,99.5,5/20/2025 9:11
683,25.1,59.7,99.2,5/20/2025 9:21
698,24.2,57,98.6,5/20/2025 9:26
689,24.4,71.5,100.4,5/20/2025 9:31
649,25.4,74.3,97.7,5/20/2025 9:36
622,25.6,59.8,96.9,5/20/2025 9:41
632,24.5,56.5,100.1,5/20/2025 9:46
650,24.2,63.2,97,5/20/2025 9:51
686,24.4,66.7,98,5/20/2025 9:56
703,25.1,64.3,96.5,5/20/2025 10:01
670,25.5,62.6,97.3,5/20/2025 10:06
630,24.8,61.9,98,5/20/2025 10:11
615,24.8,66.9,99.5,5/20/2025 10:16
620,25.5,64.1,98.9,5/20/2025 10:21
636,25.8,63.9,97.5,5/20/2025 10:26
649,25.5,65.5,99.4,5/20/2025 10:31
655,25.8,62.8,96.2,5/20/2025 10:36
659,25.5,61.1,99.9,5/20/2025 10:41
665,25.2,61,97.2,5/20/2025 10:46
665,25,61.5,98.3,5/20/2025 10:51
667,24.9,61.1,96.3,5/20/2025 10:56
669,24.8,62.5,98,5/20/2025 11:01
670,24.8,61.8,98.3,5/20/2025 11:06
671,24.6,60.7,98.1,5/20/2025 11:11
674,24.5,60.3,96.1,5/20/2025 11:21
675,24.5,61.1,99.6,5/20/2025 11:26
669,24.6,60.5,96.3,5/20/2025 11:31
673,24.6,60.7,99.1,5/20/2025 11:36
664,24.6,60.9,98.7,5/20/2025 11:41
668,24.6,61.6,98.5,5/20/2025 11:46
661,24.9,61.7,99.9,5/20/2025 11:51
660,25,59.7,99.4,5/20/2025 11:56
658,25,58.4,98.5,5/20/2025 12:01
656,25.2,63.9,97.1,5/20/2025 12:06
660,25.7,66.7,98.7,5/20/2025 12:11
670,26.1,65.7,95.8,5/20/2025 12:16
686,26.5,62.2,98.9,5/20/2025 12:21
687,26.4,58.4,96.5,5/20/2025 12:26
648,25.9,55.8,98.7,5/20/2025 12:31
610,25.6,56.8,97.2,5/20/2025 12:36
613,25.8,58.6,98.8,5/20/2025 12:41
630,26,61.3,98.6,5/20/2025 12:46
650,26.2,60.1,97.8,5/20/2025 12:51
666,25.9,56.9,98.2,5/20/2025 12:56
673,25.8,56.5,98,5/20/2025 13:01
668,26,56.3,95.3,5/20/2025 13:06
660,26.1,56.6,95.2,5/20/2025 13:11
655,26.1,57.5,97.5,5/20/2025 13:16
652,26.1,57,95.4,5/20/2025 13:21
644,26.1,56,95.9,5/20/2025 13:26
644,26.1,55.5,98,5/20/2025 13:31
640,26.2,55.8,96.3,5/20/2025 13:36
636,26.3,56.5,95.1,5/20/2025 13:41
642,26.3,56.4,97,5/20/2025 13:46
634,26.4,55.5,98.6,5/20/2025 13:51
641,26,53.8,98.6,5/20/2025 13:56
686,25.8,54.4,98.7,5/20/2025 14:06
697,25.6,56.1,98.6,5/20/2025 14:11
683,25.9,54.1,96.1,5/20/2025 14:16
663,25.9,55.2,95.5,5/20/2025 14:21
629,25.8,53.7,96.7,5/20/2025 14:26
620,25.6,53.4,95.2,5/20/2025 14:31
645,25.4,53.8,95.5,5/20/2025 14:36
676,25.5,54.4,98.7,5/20/2025 14:41
701,25.6,53.8,97.9,5/20/2025 14:46
679,26.1,56.1,98.9,5/20/2025 14:51
619,26.1,55.7,96.4,5/20/2025 14:56
589,26.2,54.5,95.4,5/20/2025 15:01
590,26.1,54.3,97.5,5/20/2025 15:06
597,25.9,50.6,97.1,5/20/2025 15:11
644,25.6,50.8,95.3,5/20/2025 15:16
733,25.3,49.6,99.1,5/20/2025 15:21
723,25.3,52.1,97.1,5/20/2025 15:26
659,25.4,53,98.8,5/20/2025 15:31
597,25.3,52.8,97.8,5/20/2025 15:36
582,25.2,51.5,99.3,5/20/2025 15:41
587,25.1,51.5,99.3,5/20/2025 15:46
591,25,51.7,98.8,5/20/2025 15:51
598,24.9,53,99.1,5/20/2025 15:56
605,24.8,53.9,96,5/20/2025 16:01
591,24.8,54.7,99.3,5/20/2025 16:06
556,24.8,54.7,99,5/20/2025 16:11
521,24.6,55.1,98.6,5/20/2025 16:16
500,24.6,55.4,96.9,5/20/2025 16:21
508,24.4,55.2,97.4,5/20/2025 16:26
534,24.3,55.3,96.6,5/20/2025 16:31
559,24.3,55.2,98.4,5/20/2025 16:36
581,24.1,53.9,95.6,5/20/2025 16:41
569,24.1,55.6,95.8,5/20/2025 16:46
547,24.2,57.4,99.2,5/20/2025 16:51
522,24.2,59.2,96.4,5/20/2025 16:56
529,24.3,59.7,99.3,5/20/2025 17:01
548,24.4,58.1,95.7,5/20/2025 17:06
564,24.4,55.8,99.4,5/20/2025 17:11
575,24.2,53.8,97.6,5/20/2025 17:16
553,24.1,53.2,95.7,5/20/2025 17:21
522,23.9,54.9,96,5/20/2025 17:26
519,23.9,57,99.3,5/20/2025 17:31
531,23.8,57,99.6,5/20/2025 17:36
554,23.8,56.2,97.8,5/20/2025 17:41
570,23.7,54.7,97.6,5/20/2025 17:46
575,23.6,55.9,99.5,5/20/2025 17:51
553,23.6,56.2,98.3,5/20/2025 17:56
523,23.6,56.6,98.3,5/20/2025 18:01
497,23.3,62.2,95.8,5/20/2025 18:06
476,23.3,66.5,95.9,5/20/2025 18:11
462,23.5,67.6,97.6,5/20/2025 18:16
446,23.8,67.5,98.7,5/20/2025 18:21
438,24.1,65.5,97,5/20/2025 18:26
432,24.1,63.3,99.4,5/20/2025 18:31
429,23.7,63.2,96.1,5/20/2025 18:36
455,23.6,67.1,98.2,5/20/2025 18:41
486,23.6,66.9,95.7,5/20/2025 18:46
491,23.8,66.1,96.6,5/20/2025 18:51
477,23.8,63.4,95.8,5/20/2025 18:56
464,23.3,63.2,3999.9,5/20/2025 19:01
455,22.4,68.1,0,5/20/2025 19:06
457,21.9,77.7,3999.8,5/20/2025 19:11
459,21.9,75.4,0,5/20/2025 19:16
460,21.2,77.4,0,5/20/2025 19:21
461,21,85,3999.8,5/20/2025 19:26
460,21.2,92.4,3999.8,5/20/2025 19:31
466,21.4,94.6,3999.8,5/20/2025 19:36
472,21.5,96.4,3999.9,5/20/2025 19:41
476,21.6,97.6,0,5/20/2025 19:46
480,21.7,98.6,0,5/20/2025 19:51
489,21.8,99.4,0,5/20/2025 19:56
494,21.9,99.9,0,5/20/2025 20:01
499,22,100,0,5/20/2025 20:06
508,22,100,0,5/20/2025 20:11
519,22.1,100,3999.8,5/20/2025 20:16
522,22.2,100,0,5/20/2025 20:21
531,22.3,100,0,5/20/2025 20:26
531,22.3,100,0,5/20/2025 20:31
533,22.4,100,0,5/20/2025 20:36
538,22.5,100,0,5/20/2025 20:41
541,22.5,100,0,5/20/2025 20:46
546,22.5,100,3999.8,5/20/2025 20:51
556,22.6,100,0,5/20/2025 20:56
557,22.7,100,0,5/20/2025 21:01
563,22.7,100,3999.8,5/20/2025 21:06
565,22.7,100,0,5/20/2025 21:11
574,22.8,100,0,5/20/2025 21:16
580,22.9,100,0,5/20/2025 21:26
581,22.9,100,0,5/20/2025 21:31
584,22.9,100,0,5/20/2025 21:36
589,23,100,0,5/20/2025 21:41
593,23,100,0,5/20/2025 21:46
605,23,100,0,5/20/2025 21:51
601,23,100,0,5/20/2025 21:56
606,23.1,100,3999.8,5/20/2025 22:01
613,23.1,100,3999.8,5/20/2025 22:06
619,23.1,100,0,5/20/2025 22:11
614,23.2,100,0,5/20/2025 22:16
619,23.2,100,0,5/20/2025 22:21
620,23.2,100,0,5/20/2025 22:26
621,23.2,100,3999.9,5/20/2025 22:31
630,23.2,100,0,5/20/2025 22:36
630,23.3,100,3999.8,5/20/2025 22:46
634,23.3,100,0,5/20/2025 22:51
639,23.3,100,0,5/20/2025 22:56
643,23.4,100,0,5/20/2025 23:01
650,23.4,100,0,5/20/2025 23:11
647,23.4,100,0,5/20/2025 23:16
656,23.4,100,0,5/20/2025 23:21
652,23.5,100,0,5/20/2025 23:26
654,23.5,100,0,5/20/2025 23:31
652,23.5,100,0,5/20/2025 23:36
